id,last_name,first_name,description,status,status_expired_set,current_status_interview,datenquelle,adresse,strasse,hausnummer,plz,arbeitsort,wohnort,wunscharbeitsort,umzugszwang,available,regionale_verfuegbarkeit,position_now,next_career_step,qualification,department,short_note,long_note,e_mail,tel,linkedin,anlage_wann,minicrm_id,how_where_contacted,export_timestamp,export_date
418,Schulz,Clara,,contacted,,,,,,,,,,,,,,,,Facharzt,Radiologie,,aktuell 08/2022 kein Interesse,clara.schulz@outlook.com,+49 1719134324,,2026-01-17 14:33:19.4148,2r7z48hwqm15sexay41v2cj13de8qh,,2026-01-17 17:25:35,2026-01-17
419,Becker,Julia,Dr.,contacted,,,,,,,,,,,,,,,,Assistenzarzt,Radiologie,,will interventionelle Radiologie,julia.becker@outlook.com,+49 1033763301,,2026-01-17 14:33:19.4148,2lr8qzz2hc2h6sg06h5i0b3iyi6ltj,,2026-01-17 17:25:35,2026-01-17
402,Weber,Lea,Dr.,contacted,,,,,,,,,,stuttgart,,,,Ltd. OA,"Ltd. OA, Chefarzt, Standortleiter",Facharzt,Radiologie,Raum Stuttgart auch Teilzeit,"13.02.2023 - TP:
war für Leiter Stuttgart im Prozess

30.01.2023 - TP:

 
26.01.2023 - TP:

keine Zertifikate

2016 Schnittbild

FA 2016 in die Niederlassung

keine Lust auf Interventionen

Richtung 200k im Jahr",lea.weber@outlook.com,+49 1159708404,,2026-01-17 14:33:19.410735,2neacef6mr10no8v5yt529y0f685ce,,2026-01-17 17:25:35,2026-01-17
416,Weber,Johanna,Dr.,interested,,,,,,,,,,hamburg,,,,,,Facharzt,Radiologie,Ltd. OA in Hamburg,Ltd. OA in Hamburg,johanna.weber@gmail.com,+49 1207217177,,2026-01-17 14:33:19.413717,2bygkzwhn91c95z7ruhj2ptb514cne,,2026-01-17 17:25:35,2026-01-17
423,Becker,Laura,Dr.,contacted,,,,,,,,,,,,,,,,Facharzt,Radiologie,,"ab 2022 neuer Job
Hat Q3 Herz",laura.becker@outlook.com,+49 1824912089,,2026-01-17 14:33:19.4148,0u3dbwbfb522vixy3v4m2f1btwqfa4,,2026-01-17 17:25:35,2026-01-17
424,Krüger,Emma,,contacted,,,,,,,,,,,,,,,,Facharzt,Radiologie,,will Gesellschafter werden,emma.krüger@gmail.com,+49 1400531329,,2026-01-17 14:33:19.415794,156x7zdrnv0a2iffjygz0qa3rl9du1,,2026-01-17 17:25:35,2026-01-17
425,Schmidt,Emma,,contacted,,,,,,,,,,,,,,,,Facharzt,Radiologie,,,emma.schmidt@gmail.com,+49 1735090674,,2026-01-17 14:33:19.415794,0e8s6493vl1y5do8etmb0ux01ygkqd,,2026-01-17 17:25:35,2026-01-17
427,Bauer,Clara,,contacted,,,,,,,,,,,,,,,,Assistenzarzt,Radiologie,,"23.11.2022 - TP:
med360 Bochum angeboten


vermutlich im letzten Weiterbildungsjahr",clara.bauer@web.de,+49 1584771782,,2026-01-17 14:33:19.415794,2k8qdzikye0gs1x5hlsn16oc4zhudi,,2026-01-17 17:25:35,2026-01-17
428,Richter,Lena,Dr.,contacted,,,,,,,,,,,,,,,,Facharzt,Radiologie,,,lena.richter@outlook.com,+49 1400317746,,2026-01-17 14:33:19.415794,2qhbohby1z1s6r4kfsyg2gcslavmt9,,2026-01-17 17:25:35,2026-01-17
430,Koch,Laura,Dr.,contacted,,,,,,,,,,,,,,"Ltd. OA, Chefarzt","Ltd. OA, Chefarzt, Standortleiter",Facharzt,Radiologie,,"Möchte auf keinen Fall zu Helios, sonst offen",laura.koch@yahoo.de,+49 1741592914,,2026-01-17 14:33:19.415794,00q0ebq3n90iuvj7cc0l0wqyb6rsp6,,2026-01-17 17:25:35,2026-01-17
431,Klein,Mila,Dr.,contacted,,,,,,,,,,,,,,,,Facharzt,Radiologie,,Leitender Arzt / CA,mila.klein@outlook.com,+49 1751870894,,2026-01-17 14:33:19.416768,1lnl47geid02ziktm8cs01te144wcy,,2026-01-17 17:25:35,2026-01-17
1249,Weber,Nina,,,,,,,,,,,,,,,,,,,,,,nina.weber@yahoo.de,+49 1242636801,,48113-11-21 00:00:01,,,2026-01-17 17:25:35,2026-01-17
432,Hartmann,Alina,Dr.,interested,,,,,,,,,,,,,,,,Assistenzarzt,Radiologie,AA Radiologie,aktuell noch Amtsärztin,alina.hartmann@yahoo.de,+49 1743090674,,2025-08-28 23:59:00,0u7uoqfw471gwrxes8vk29b372rct6,XING,2026-01-17 17:25:35,2026-01-17
435,Schneider,Johanna,Dr.,contacted,,,,,,,,,,,,,,,,Facharzt,Radiologie,,,johanna.schneider@web.de,+49 1807187173,,2026-01-17 14:33:19.416768,0510dc2enp1ixwf0cxnj1waejrdd54,,2026-01-17 17:25:35,2026-01-17
436,Koch,Paula,Dr.,contacted,,,,,,,,,,,,,,,,Facharzt,Radiologie,,letztes Jahr AA,paula.koch@web.de,+49 1593469702,,2026-01-17 14:33:19.416768,06kvwzcfge0c9lmynqjn0vjhr8trcm,,2026-01-17 17:25:35,2026-01-17
437,Krüger,Lena,,interested,,,,,,,,,,,,,,,,Facharzt,Radiologie,,Tritt eine neue Stelle am 1.1.2021. Daher derzeit kein Interesse.,lena.krüger@web.de,+49 1874586310,,2026-01-17 14:33:19.416768,0oa58xt1he0ko2o8b9xt1blddvppo4,,2026-01-17 17:25:35,2026-01-17
438,Richter,Sophie,Dr.,contacted,,,,,,,,,,,,,,,,Facharzt,Radiologie,aktuell 02/2023 nein,"16.02.2023 - TP:
Sehr geehrter Herr Putilin, herzlichen Dank für Ihr Angebot. Im Moment bin ich nicht interessiert. Herzliche Grüße, Dorett Hoffmann",sophie.richter@web.de,+49 1151174838,,2026-01-17 14:33:19.417804,2jlepmz73b2h0k3v54ux0dvtw9i99p,,2026-01-17 17:25:35,2026-01-17
439,Hoffmann,Johanna,Dr.,contacted,,,,,,,,,,,,,,,,Facharzt,Radiologie,,,johanna.hoffmann@gmail.com,+49 1999319094,,2026-01-17 14:33:19.417804,0y6qlcjjgb1l6bb8g14l00vjyo588z,,2026-01-17 17:25:35,2026-01-17
356,Krüger,Elena,Dr.,contacted,,,,,,,,,,,,,,,,Facharzt,Radiologie,,aktuell 06/2022 kein Interesse,elena.krüger@yahoo.de,+49 1478336023,,2026-01-17 14:33:19.405653,0e6hv1y6090kt7j4c1os0vroy18mk8,,2026-01-17 17:25:35,2026-01-17
357,Klein,Sarah,,contacted,,,,,,,,,,,,,,,,Assistenzarzt,Radiologie,,,sarah.klein@gmail.com,+49 1911542600,,2026-01-17 14:33:19.405653,16gfk3yspm2jg5o1o2pd02215msae1,,2026-01-17 17:25:35,2026-01-17
441,Hoffmann,Sophie,,contacted,,,,,,,,,,,,,,,,Facharzt,Radiologie,,"24.11.2022 - TP: Ich bin zur Zeit sehr zufrieden mit meiner Arbeitsstelle und suche im Moment keine weitere.
Trotzdem danke für Ihr Angebot.


21.11.2022 - TP: XING Leitung Martinus KH med360 angeboten",sophie.hoffmann@web.de,+49 1182749338,,2026-01-17 14:33:19.417804,1fwzkhoa211yed8wet1z1iz9yp7yyy,,2026-01-17 17:25:35,2026-01-17
443,Becker,Elena,Dr.,contacted,,,,,,,,,,,,,,,,Facharzt,Radiologie,,11/2020 - kein Interesse,elena.becker@yahoo.de,+49 1019804438,,2026-01-17 14:33:19.417804,1nv459ego42l8m0zgow62hg2rl46m2,,2026-01-17 17:25:35,2026-01-17
444,Zimmermann,Mara,Dr.,contacted,,,,,,,,,,,,,,,,Facharzt,Radiologie,,,mara.zimmermann@web.de,+49 1955851189,,2026-01-17 14:33:19.417804,1h5mo3kk8c2eub5hedtu106sevwcie,,2026-01-17 17:25:35,2026-01-17
445,Wagner,Julia,,interested,,,,,,,,,,,,,,Freelancer,,Facharzt,Radiologie,Freelancer,"15.02.2023 - TP:
Hallo Hr. Putilin
Danke sehr für ihr Angebot, das Angebot ist gut, aber momentan ich vertrete Ärzte in Praxen und suche nicht nach einer Festanstellung.
Ich wünsche Ihnen als Gute bei der Suche.",julia.wagner@gmail.com,+49 1160249665,,2025-09-10 23:59:00,1d2n6klfm92gztwa74gd0dxu1i4l5v,LinkedIn,2026-01-17 17:25:35,2026-01-17
446,Meyer,Lena,,contacted,,,,,,,,,,,,,,,,Facharzt,Radiologie,,,lena.meyer@yahoo.de,+49 1002776849,,2026-01-17 14:33:19.41878,11928c27oi1sdrucnrd10m671ddsjz,,2026-01-17 17:25:35,2026-01-17
447,Wagner,Isabella,Dr.,contacted,,,,,,,,,,,,,,,,Facharzt,Radiologie,,"18.03.2024 - TP:
aktuell 50% medneo und 50% Honorararzt
80-90% ambulant 
seit 11 Jahren FA 
will Vollzeit oder TZ 
150-160k
kennt alle Hersteller
hat keine Kündigungsfrist
Frankfurt und radius Wiesbaden, Gießen, Mainz, Darmstadt
ohne Interventionen
MRT CT Rö Sono
will ambulant bleiben - keine Dienste
langfristig",isabella.wagner@gmail.com,+49 1327971210,,2026-01-17 14:33:19.41878,020tyrelms29nuf5p0kp1gbueow0xl,,2026-01-17 17:25:35,2026-01-17
448,Neumann,Lisa,Dr.,contacted,,,,,,,,,,,,,,,,Facharzt,Radiologie,,Ltd. OA Hamburg Eppendorf,lisa.neumann@yahoo.de,+49 1773697191,,2026-01-17 14:33:19.41878,051ygntz281q3aryart60z643w1e61,,2026-01-17 17:25:35,2026-01-17
1250,Wagner,Paula,,,,,,,,,,,,,,,,,,,,,,paula.wagner@gmail.com,+49 1044967735,,48113-11-21 00:00:01,,,2026-01-17 17:25:35,2026-01-17
450,Müller,Laura,Dr.,interested,,,,,,,,,,,,,,Oberarzt,"Ltd. OA, Standortleiter",Facharzt,Radiologie,,Engelskirchen angefragt,laura.müller@gmail.com,+49 1906544994,,2025-08-28 23:59:00,0upnor2oc72dr2l2ugjv0zla5hx3hq,Email,2026-01-17 17:25:35,2026-01-17
451,Wolf,Johanna,Dr.,contacted,,,,,,,,,,,,,,,,Facharzt,Radiologie,,aktuell 11/2020 kein Interesse,johanna.wolf@outlook.com,+49 1786791846,,2026-01-17 14:33:19.41878,0bye85lcqf0n3wkotex818c2dn732p,,2026-01-17 17:25:35,2026-01-17
453,Wagner,Clara,,contacted,,,,,,,,,,,,,,,,Facharzt,Radiologie,,,clara.wagner@gmail.com,+49 1034660242,,2026-01-17 14:33:19.41878,0cuxm05e4n1isyq94sqa19c7tb51f9,,2026-01-17 17:25:35,2026-01-17
454,Müller,Clara,Dr.,contacted,,,,,,,,,,,,,,,,Facharzt,Radiologie,,kürzlich neuen Job angetreten,clara.müller@web.de,+49 1828423827,,2026-01-17 14:33:19.41878,16hhepy7861j0bt3ar790vvlpwb0ky,,2026-01-17 17:25:35,2026-01-17
455,Weber,Clara,Dr.,contacted,,,,,,,,,,,,,,,,Facharzt,Radiologie,,hat ein Buch geschrieben,clara.weber@yahoo.de,+49 1025114990,,2026-01-17 14:33:19.41878,2eek8voopc2iqadre31b0mj0d2yllv,,2026-01-17 17:25:35,2026-01-17
452,Wagner,Alina,Dr.,interested,,,,,,,,,,"düsseldorf, nordrhein-westfalen",,NRW,,Ltd. OA,"Ltd. OA, Chefarzt, Standortleiter",Facharzt,Radiologie,Gerne im Raum Düsseldorf,"ist Ltd. OA 

20.04.2023 - TP:
Remscheid zu weit weg. 

11.04.2023 - TP:
Leiter Remscheid vorgeschlagen",alina.wagner@yahoo.de,+49 1824087356,,2026-01-17 14:33:19.41878,2lobpxisn7095i3bzhhu1vej1a6ikr,,2026-01-17 17:25:35,2026-01-17
266,Schulz,Laura,,interested,,,,,,,,,,,,,,,,Facharzt,Radiologie,,ist OA in Helios Duisburg,laura.schulz@web.de,+49 1771656539,,2026-01-17 14:33:19.393579,1g04l3pjmr241kp1u26e0petbz5e96,,2026-01-17 17:25:35,2026-01-17
456,Fischer,Sophie,,contacted,,,,,,,,,,,,,,,,Facharzt,Radiologie,,interventionelle Radiologie,sophie.fischer@yahoo.de,+49 1736227162,,2026-01-17 14:33:19.41878,1il1ih0d1g00mep4ufg807ofow4sg3,,2026-01-17 17:25:35,2026-01-17
458,Meyer,Sarah,Dr.,contacted,,,,,,,,,,,,,,,,Facharzt,Radiologie,,nur Teilzeit - bundesweit,sarah.meyer@outlook.com,+49 1934874960,,2026-01-17 14:33:19.420319,23cym9r6tq2olpa78krk24w8flvsgr,,2026-01-17 17:25:35,2026-01-17
459,Schwarz,Emma,Dr.,contacted,,,,,,,,,,,,,,,,Facharzt,Radiologie,,,emma.schwarz@gmail.com,+49 1688572508,,2026-01-17 14:33:19.420319,0ccy05b5e60ca6ffa70k2je61a6l3v,,2026-01-17 17:25:35,2026-01-17
460,Becker,Lena,,contacted,,,,,,,,,,,,,,,,Facharzt,Radiologie,,,lena.becker@web.de,+49 1001254635,,2026-01-17 14:33:19.420319,2eez0by8co1cvggbtui11fn0ihkxyo,,2026-01-17 17:25:35,2026-01-17
461,Schwarz,Emma,,contacted,,,,,,,,,,,,,,,,Facharzt,Radiologie,,,emma.schwarz@outlook.com,+49 1646344591,,2026-01-17 14:33:19.420319,1uea1gqfx215nexetpy3249e57lx1s,,2026-01-17 17:25:35,2026-01-17
462,Fischer,Clara,Dr.,contacted,,,,,,,,,,,,,,,,Facharzt,Radiologie,,"22.02.2023 - TP:
Leitung Martinus angeboten",clara.fischer@gmail.com,+49 1587753655,,2026-01-17 14:33:19.420319,2178g4scn71i3ii5rtgz1tllwe9zyi,,2026-01-17 17:25:35,2026-01-17
463,Schulz,Paula,Dr.,interested,,,,,,,,,,,,,,,,Facharzt,Radiologie,,Engelskirchen angefragt,paula.schulz@yahoo.de,+49 1606547144,,2025-08-28 23:59:00,1swawg9m0g0brfcaqdaz2ey9yfddqc,Email,2026-01-17 17:25:35,2026-01-17
464,Schulz,Maria,,contacted,,,,,,,,,,,,,,,,Assistenzarzt,Radiologie,,,maria.schulz@yahoo.de,+49 1982304802,,2026-01-17 14:33:19.421334,0mcxgbv8xr0ryui7c3ox1uvx6crhzt,,2026-01-17 17:25:35,2026-01-17
465,Schmidt,Laura,Dr.,contacted,,,,,,,,,,,,,,,,Facharzt,Radiologie,,,laura.schmidt@outlook.com,+49 1166726690,,2026-01-17 14:33:19.421334,0d3fese1iy26q4jyt5f30pneppsl7r,,2026-01-17 17:25:35,2026-01-17
466,Richter,Maria,Dr.,contacted,,,,,,,,,,,,,,,,Facharzt,Radiologie,,aktuell 05/2021 nein,maria.richter@outlook.com,+49 1233534019,,2026-01-17 14:33:19.421334,13ndwnpsj71b1932b6cf1qt4hbnc30,,2026-01-17 17:25:35,2026-01-17
467,Schmidt,Alina,,contacted,,,,,,,,,,,,,,,,Assistenzarzt,Radiologie,,,alina.schmidt@gmail.com,+49 1243795247,,2026-01-17 14:33:19.421334,19hm87ryet0yee2rro571vie2o8res,,2026-01-17 17:25:35,2026-01-17
468,Koch,Julia,,contacted,,,,,,,,,,,,,,,,Facharzt,Radiologie,,,julia.koch@web.de,+49 1678501526,,2026-01-17 14:33:19.421334,2njpzz5wrt0zjdy4d1yl0f2woqws3u,,2026-01-17 17:25:35,2026-01-17
469,Wolf,Anna,Dr.,contacted,,,,,,,,,,,,,,,,Facharzt,Radiologie,,,anna.wolf@outlook.com,+49 1661909343,,2026-01-17 14:33:19.421334,17pb7dhmny1hp8uyacaw20tnjq39vx,,2026-01-17 17:25:35,2026-01-17
470,Schwarz,Alina,,interested,,,,,,,,,,,,,,,,Facharzt,Radiologie,,nur Süddeutschland,alina.schwarz@web.de,+49 1906043893,,2026-01-17 14:33:19.421334,259yhc71mk22j8jqzht71dopzp7l1t,,2026-01-17 17:25:35,2026-01-17
471,Hoffmann,Mara,Dr.,contacted,,,,,,,,,,,,,,,,Facharzt,Radiologie,,"aktuell 05/2021 kein Interesse, vielleicht später",mara.hoffmann@outlook.com,+49 1778117748,,2026-01-17 14:33:19.422353,0p04uq7ffh28s983ykgx1d315pyhex,,2026-01-17 17:25:35,2026-01-17
474,Krüger,Mara,Dr.,contacted,,,,,,,,,,,,,,,,Facharzt,Radiologie,,,mara.krüger@yahoo.de,+49 1407602743,,2026-01-17 14:33:19.422353,1n9oi0oefg14xzo5xtbd28384fymtn,,2026-01-17 17:25:35,2026-01-17
475,Becker,Klara,,interested,,,,,,,,,,,,,,,,Facharzt,Radiologie,,Engelskirchen angefragt,klara.becker@web.de,+49 1688938072,,2025-08-28 23:59:00,2k8yxziopu12ucd33d1k10yuanrqp6,Email,2026-01-17 17:25:35,2026-01-17
476,Hartmann,Paula,,contacted,,,,,,,,,,,,,,,,Facharzt,Radiologie,,,paula.hartmann@yahoo.de,+49 1266248949,,2026-01-17 14:33:19.422353,1r9hwwqhu311yp59py220ni2ubsy5s,,2026-01-17 17:25:35,2026-01-17
478,Schneider,Maria,Dr.,contacted,,,,,,,,,,,,,,,,Facharzt,Radiologie,,,maria.schneider@outlook.com,+49 1797590538,,2026-01-17 14:33:19.423345,25pwn55ty411g1j18p6b1n0l6n2f7p,,2026-01-17 17:25:35,2026-01-17
479,Weber,Mara,Dr.,contacted,,,,,,,,,,,,,,,,Facharzt,Radiologie,,,mara.weber@yahoo.de,+49 1444822668,,2026-01-17 14:33:19.423345,0vgu6eyuzb0dr6bnburx23q1zigkzv,,2026-01-17 17:25:35,2026-01-17
480,Zimmermann,Lea,,contacted,,,,,,,,,,,,,,,,Facharzt,Radiologie,,,lea.zimmermann@gmail.com,+49 1122745627,,2026-01-17 14:33:19.423345,2b0n31j8qc103ud5ptbc2lfl7sqnw9,,2026-01-17 17:25:35,2026-01-17
457,Richter,Sarah,Dr.,interested,,,,,,,,,,berlin,,,,,,Facharzt,Radiologie,nur Berlin,nur Berlin,sarah.richter@yahoo.de,+49 1771993103,,2026-01-17 14:33:19.420319,2derrak8ei1guua79lhq0gjlvijb27,,2026-01-17 17:25:35,2026-01-17
481,Fischer,Elena,,contacted,,,,,,,,,,,,,,,,Facharzt,Radiologie,,Leiterin Mammographie,elena.fischer@gmail.com,+49 1702726166,,2026-01-17 14:33:19.423345,0bxxfiqi3x10qpfmbiig0j5jst5bo7,,2026-01-17 17:25:35,2026-01-17
482,Hartmann,Isabella,Dr.,contacted,,,,,,,,,,,,,,,,Facharzt,Radiologie,,,isabella.hartmann@gmail.com,+49 1353651143,,2026-01-17 14:33:19.423858,1q62zklngn24mrqa8lwi2ft66il0fg,,2026-01-17 17:25:35,2026-01-17
483,Wagner,Lisa,Dr.,contacted,,,,,,,,,,,,,,,,Facharzt,Radiologie,,,lisa.wagner@outlook.com,+49 1354639901,,2026-01-17 14:33:19.423858,0qir77d7xc1ntr0v4pf8200kahzyo6,,2026-01-17 17:25:35,2026-01-17
484,Hoffmann,Julia,,contacted,,,,,,,,,,,,,,,,Facharzt,Radiologie,,,julia.hoffmann@yahoo.de,+49 1936363331,,2026-01-17 14:33:19.423858,16jamj830x2mcnfn6czb14mkxcwo4m,,2026-01-17 17:25:35,2026-01-17
485,Fischer,Sophie,Dr.,contacted,,,,,,,,,,,,,,,,Facharzt,Radiologie,seit 07/2022 bei Röntgeninstitut,,sophie.fischer@web.de,+49 1775268106,,2026-01-17 14:33:19.423858,139lq0dq1c0j3y8u5yq11dbceg2b72,,2026-01-17 17:25:35,2026-01-17
486,Schwarz,Emma,Dr.,contacted,,,,,,,,,,,,,,,,Facharzt,Radiologie,,aktuell 07/2022 kein Interesse an Wechsel,emma.schwarz@web.de,+49 1235810353,,2026-01-17 14:33:19.423858,1ukodh1ymu2473bwvr7j0dqemhksfw,,2026-01-17 17:25:35,2026-01-17
487,Hoffmann,Klara,Dr.,contacted,,,,,,,,,,,,,,,,Facharzt,Radiologie,,,klara.hoffmann@gmail.com,+49 1571541076,,2026-01-17 14:33:19.423858,0hpi45rljj0tnbvg3tvz06ugjweou2,,2026-01-17 17:25:35,2026-01-17
489,Hoffmann,Isabella,Dr.,contacted,,,,,,,,,,,,,,,,Facharzt,Radiologie,,,isabella.hoffmann@outlook.com,+49 1157850613,,2026-01-17 14:33:19.423858,0g5q8n3iig09msamvkkf0w2x1k71im,,2026-01-17 17:25:35,2026-01-17
490,Krüger,Emma,,contacted,,,,,,,,,,,,,,,,Assistenzarzt,Radiologie,,AA Radiologie,emma.krüger@web.de,+49 1634372523,,2026-01-17 14:33:19.424871,0rzxk0n2ub2fh9xmo1yo20qmsuaiin,,2026-01-17 17:25:35,2026-01-17
491,Bauer,Isabella,,contacted,,,,,,,,,,,,,,,,Assistenzarzt,Radiologie,,22.07.2024 - TP:  Tel. Ganz DE ok. asap,isabella.bauer@web.de,+49 1005169355,,2026-01-17 14:33:19.424871,0vmimpufw71cewiigss619vsi3iltp,,2026-01-17 17:25:35,2026-01-17
492,Schmidt,Sophie,,contacted,,,,,,,,,,,,,,,,Facharzt,Radiologie,,,sophie.schmidt@gmail.com,+49 1041604043,,2026-01-17 14:33:19.424871,209xeyd8jm2hfq1t4zg41n4nx9b685,,2026-01-17 17:25:35,2026-01-17
493,Wagner,Mila,Dr.,contacted,,,,,,,,,,,,,,,,Facharzt,Radiologie,,,mila.wagner@web.de,+49 1452504538,,2026-01-17 14:33:19.424871,2f036c3sa42d4vxqwuq2104hpu902b,,2026-01-17 17:25:35,2026-01-17
494,Müller,Julia,,contacted,,,,,,,,,,,,,,,,Facharzt,Radiologie,,mit Viktor Kontakt gehabt. Hat nur 5 min bis zu ihrer Arbeit und flexible Arbeitszeiten. War schon bei med360! Gerne Angebote in NRW,julia.müller@gmail.com,+49 1586054457,,2026-01-17 14:33:19.424871,1lsretr16b2ibdda2dud0bapp0shre,,2026-01-17 17:25:35,2026-01-17
496,Hartmann,Anna,Dr.,contacted,,,,,,,,,,,,,,,,Facharzt,Radiologie,,gerade neue FA stelle bekommen 10.2020,anna.hartmann@web.de,+49 1690999747,,2026-01-17 14:33:19.424871,0uokd9x4m60eczedacmm2i0c4vdb5m,,2026-01-17 17:25:35,2026-01-17
497,Neumann,Isabella,Dr.,contacted,,,,,,,,,,,,,,,,Facharzt,Radiologie,,10/2020 neue Position als OA angefangen,isabella.neumann@web.de,+49 1869652605,,2026-01-17 14:33:19.425868,0zawdtzlk00p4rzvodfb1ri9s5bymb,,2026-01-17 17:25:35,2026-01-17
498,Schulz,Anna,,interested,,,,,,,,,,,,,,,,Facharzt,Radiologie,"linksrheinisch, kein Med360","Strahleninstitut angefragt - abgelehnt

kein med360 - nur linksrheinisch. s.h. Email.",anna.schulz@web.de,+49 1615972288,,2025-08-28 23:59:00,1gcgmrci150sdy4yhek41hy6cq9rpc,Email,2026-01-17 17:25:35,2026-01-17
500,Krüger,Clara,Dr.,contacted,,,,,,,,,,,,,,,,Facharzt,Radiologie,,,clara.krüger@outlook.com,+49 1202018945,,2026-01-17 14:33:19.425868,1nk2rcjcgc2247wxv3542gq90y0z21,,2026-01-17 17:25:35,2026-01-17
501,Krüger,Nina,,contacted,,,,,,,,,,,,,,,,Facharzt,Radiologie,,"02.12.2022 - TP:Ja ich habe schon Approbationsurkunde erhalten und den Antrag auf Weiterbildungszeitenanerkennung gestellt. Hoffentlich kann ich innerhalb nächsten 6-12 Monaten die Facharztprüfung beantragen.


01.12.2022 - TP:
Sehr geehrter Herr Putilin,
Ich entschuldige mich für die verspätete Antwort.
Die vorgestellte Vakanz ist für mich interessant, aber ich bin als Facharzt in Deutschland noch nicht anerkannt.
Zur Zeit ich warte auf die Kenntnissprüfung zur Approbation. Nur nach Kenntnissprüfung kann ich meine Facharztanerkennung in Deutschland beschleunigen.
Mit freundlichen Grüßen,
M. Liubchak",nina.krüger@outlook.com,+49 1771945321,,2026-01-17 14:33:19.425868,0z8lqcmv670f018v98zu1spz1zhsw8,,2026-01-17 17:25:35,2026-01-17
1,Wagner,Paula,,,,,,,,,,,,,,,,,,,,,,paula.wagner@gmail.com,+49 1044967735,,48113-11-21 00:00:01,,,2026-01-17 17:25:35,2026-01-17
502,Hartmann,Nina,,contacted,,,,,,,,,,,,,,,,Facharzt,Radiologie,,,nina.hartmann@gmail.com,+49 1877107716,,2026-01-17 14:33:19.425868,2d0gawfh8k0sdnsdwcvo0whh358nbl,,2026-01-17 17:25:35,2026-01-17
503,Weber,Sarah,,contacted,,,,,,,,,,,,,,,,Facharzt,Radiologie,,"10.07.2023 - EB:
""Ich habe aktuell jedoch keinerlei Interesse, da ich selbständig in eigener Praxis mit operativem Schwerpunkt arbeite.
Da ich vollendst ausgelastet bin und mich wirtschaftlich nicht beschweren möchte stehe ich nicht zur Verfügung.
Ihr Klient dürfte, meines Erachtens nach, ja aus dem Umfeld der 360Grad- Kliniken kommen.
In diesem Fall könnte man sich eher über langfristige Konzepte unterhalten, was dann unsere Gemeinschaftspraxis mit einbeziehen sollte.
Ich würde mich freuen von Ihnen zu hören.
Mit freundlichen Grüßen""",sarah.weber@web.de,+49 1283087427,,2026-01-17 14:33:19.425868,0n8rbt6u5s0m4l0zgqbt1fillpkwii,,2026-01-17 17:25:35,2026-01-17
504,Krüger,Elena,Dr.,contacted,,,,,,,,,,,,,,,,Facharzt,Radiologie,,arbeitet bei Neo Q Quality in Imaging GmbH,elena.krüger@gmail.com,+49 1096676926,,2026-01-17 14:33:19.426869,0y89l7fyal0wo2jikp060mab4x3l5y,,2026-01-17 17:25:35,2026-01-17
505,Hoffmann,Laura,Dr.,contacted,,,,,,,,,,,,,,,,Facharzt,Radiologie,,,laura.hoffmann@gmail.com,+49 1901169872,,2026-01-17 14:33:19.426869,0hobowsup51j0wcbrzvx0rgphr72ox,,2026-01-17 17:25:35,2026-01-17
506,Zimmermann,Lea,,contacted,,,,,,,,,,,,,,,,Facharzt,Radiologie,,kein Interesse,lea.zimmermann@gmail.com,+49 1711502093,,2026-01-17 14:33:19.426869,0v706z443m0q53z5yq3e16cmb6pd9r,,2026-01-17 17:25:35,2026-01-17
507,Schmidt,Lea,Dr.,interested,,,,,,,,,,,,,,,,Facharzt,Radiologie,will CA ab 230k,"14.03.2023 - TP:
Hallo Frau Boss,

Das klingt schon interessant aber das Gehalt ist zu wenig … ich suche etwas ab 230 tsd. Danke",lea.schmidt@yahoo.de,+49 1743900914,,2026-01-17 14:33:19.426869,2i7xqgs8nl2rooxffw880kewye18k0,,2026-01-17 17:25:35,2026-01-17
508,Schmidt,Elena,,contacted,,,,,,,,,,,,,,,,Facharzt,Radiologie,,,elena.schmidt@web.de,+49 1218429266,,2026-01-17 14:33:19.426869,1enivu7av60cviwxrjoo2rnu75wcs6,,2026-01-17 17:25:35,2026-01-17
509,Müller,Sarah,,interested,,,,,,,,,,,,,,,,Facharzt,Radiologie,placed nach Spital Biel über Stephan. Ihm gefällt es leider nicht.,"31.05.2023 - TP:
Name:
Tel. Nr.:
Email:

aktuelle Position:
aktueller Arbeitgeber:

Wunschposition:
Welche Fachbereiche offen:
Wechselmotivation:

aktuelles Gehalt:
Wunschgehalt:

Verfügbarkeit zeitlich: Anfang 2024 01.01.
Verfügbarkeit räumlich: Basel oder nördliche Region

Lebenslauf:
MEBEKO beantragt:
Zeugnisse:

Wo schon selbst beworben:

FA im Oktober

Fokus MSK, Herz Q1 CT und MRT, Prostata Q1Status erfüllt.

ist Allrounder

ungerne Kinderradiologie und Mamma und interventionen

abdominal oderbody immagind oder kardiovaskul#r ildgebung

nein

1,5 Jahre in KSB

Hintergrunddienste ist ok aber keine Vordergrunddianste

will OA Stelle

kleines und großes haus, da ist der dienstfaktor

Baden + Kinderspital Basel

Unispital in Basel

will später sektionsleiter mit spezialisierung

gerne forschund und fortbildunge und lehre bei assistenzärzten

dr in planung

französisch und arabisch

Schweiz",sarah.müller@gmail.com,+49 1691910035,,2026-01-17 14:33:19.426869,2c9pscdjjk0iqj79lnj127t64j0w3h,,2026-01-17 17:25:35,2026-01-17
